Student ID,Name,Amount Due,Payment Status
STU0041029,Student 41029,12000,Pending
STU0041030,Student 41030,18000,Paid
STU0041031,Student 41031,12000,Pending
STU0041032,Student 41032,18000,Paid
STU0041033,Student 41033,18000,Paid
STU0041034,Student 41034,12000,Paid
STU0041035,Student 41035,25000,Paid
STU0041036,Student 41036,12000,Paid
STU0041037,Student 41037,12000,Paid
STU0041038,Student 41038,18000,Pending
STU0041039,Student 41039,18000,Paid
STU0041040,Student 41040,12000,Pending
STU0041041,Student 41041,18000,Paid
STU0041042,Student 41042,25000,Pending
STU0041043,Student 41043,25000,Paid
STU0041044,Student 41044,25000,Paid
STU0041045,Student 41045,25000,Pending
STU0041046,Student 41046,12000,Pending
STU0041047,Student 41047,25000,Paid
STU0041048,Student 41048,18000,Pending
STU0041049,Student 41049,25000,Pending
STU0041050,Student 41050,25000,Pending
STU0041051,Student 41051,18000,Paid
STU0041052,Student 41052,18000,Pending
STU0041053,Student 41053,12000,Pending
STU0041054,Student 41054,25000,Paid
STU0041055,Student 41055,25000,Paid
STU0041056,Student 41056,18000,Pending
STU0041057,Student 41057,25000,Pending
STU0041058,Student 41058,25000,Paid
STU0041059,Student 41059,18000,Pending
STU0041060,Student 41060,12000,Pending
STU0041061,Student 41061,12000,Paid
STU0041062,Student 41062,18000,Paid
STU0041063,Student 41063,25000,Paid
STU0041064,Student 41064,12000,Paid
STU0041065,Student 41065,18000,Pending
STU0041066,Student 41066,25000,Paid
STU0041067,Student 41067,18000,Pending
STU0041068,Student 41068,18000,Pending
STU0041069,Student 41069,25000,Paid
STU0041070,Student 41070,12000,Paid
STU0041071,Student 41071,12000,Paid
STU0041072,Student 41072,12000,Pending
STU0041073,Student 41073,18000,Paid
STU0041074,Student 41074,12000,Paid
STU0041075,Student 41075,25000,Paid
STU0041076,Student 41076,18000,Pending
STU0041077,Student 41077,12000,Pending
STU0041078,Student 41078,25000,Pending
STU0041079,Student 41079,25000,Paid
STU0041080,Student 41080,12000,Pending
STU0041081,Student 41081,18000,Pending
STU0041082,Student 41082,12000,Paid
STU0041083,Student 41083,12000,Paid
STU0041084,Student 41084,12000,Paid
STU0041085,Student 41085,12000,Paid
STU0041086,Student 41086,12000,Pending
STU0041087,Student 41087,18000,Pending
STU0041088,Student 41088,12000,Paid
STU0041089,Student 41089,18000,Pending
STU0041090,Student 41090,18000,Pending
STU0041091,Student 41091,25000,Pending
STU0041092,Student 41092,18000,Paid
STU0041093,Student 41093,25000,Pending
STU0041094,Student 41094,18000,Pending
STU0041095,Student 41095,25000,Paid
STU0041096,Student 41096,12000,Pending
STU0041097,Student 41097,12000,Paid
STU0041098,Student 41098,18000,Pending
STU0041099,Student 41099,18000,Pending
STU0041100,Student 41100,12000,Pending
STU0041101,Student 41101,25000,Pending
STU0041102,Student 41102,25000,Pending
STU0041103,Student 41103,18000,Paid
STU0041104,Student 41104,18000,Paid
STU0041105,Student 41105,12000,Pending
STU0041106,Student 41106,25000,Pending
STU0041107,Student 41107,18000,Paid
STU0041108,Student 41108,25000,Paid
STU0041109,Student 41109,25000,Pending
STU0041110,Student 41110,25000,Pending
STU0041111,Student 41111,18000,Pending
STU0041112,Student 41112,18000,Paid
STU0041113,Student 41113,12000,Paid
STU0041114,Student 41114,12000,Pending
STU0041115,Student 41115,12000,Paid
STU0041116,Student 41116,25000,Paid
STU0041117,Student 41117,18000,Paid
STU0041118,Student 41118,25000,Paid
STU0041119,Student 41119,25000,Paid
STU0041120,Student 41120,25000,Pending
STU0041121,Student 41121,12000,Paid
STU0041122,Student 41122,12000,Pending
STU0041123,Student 41123,18000,Paid
STU0041124,Student 41124,12000,Pending
STU0041125,Student 41125,12000,Pending
STU0041126,Student 41126,18000,Pending
STU0041127,Student 41127,12000,Pending
STU0041128,Student 41128,25000,Paid
STU0041129,Student 41129,12000,Pending
STU0041130,Student 41130,25000,Paid
STU0041131,Student 41131,12000,Paid
STU0041132,Student 41132,18000,Paid
STU0041133,Student 41133,12000,Pending
STU0041134,Student 41134,12000,Paid
STU0041135,Student 41135,18000,Pending
STU0041136,Student 41136,25000,Pending
STU0041137,Student 41137,12000,Pending
STU0041138,Student 41138,25000,Paid
STU0041139,Student 41139,18000,Paid
STU0041140,Student 41140,12000,Paid
STU0041141,Student 41141,25000,Paid
STU0041142,Student 41142,25000,Pending
STU0041143,Student 41143,18000,Paid
STU0041144,Student 41144,18000,Pending
STU0041145,Student 41145,18000,Paid
STU0041146,Student 41146,12000,Paid
STU0041147,Student 41147,25000,Pending
STU0041148,Student 41148,25000,Paid
STU0041149,Student 41149,12000,Pending
STU0041150,Student 41150,18000,Paid
STU0041151,Student 41151,12000,Pending
STU0041152,Student 41152,18000,Pending
STU0041153,Student 41153,25000,Paid
STU0041154,Student 41154,18000,Paid
STU0041155,Student 41155,18000,Pending
STU0041156,Student 41156,25000,Pending
STU0041157,Student 41157,12000,Paid
STU0041158,Student 41158,18000,Pending
STU0041159,Student 41159,18000,Pending
STU0041160,Student 41160,18000,Paid
STU0041161,Student 41161,12000,Paid
STU0041162,Student 41162,25000,Pending
STU0041163,Student 41163,25000,Paid
STU0041164,Student 41164,18000,Paid
STU0041165,Student 41165,18000,Pending
STU0041166,Student 41166,25000,Pending
STU0041167,Student 41167,25000,Paid
STU0041168,Student 41168,25000,Pending
STU0041169,Student 41169,12000,Paid
STU0041170,Student 41170,25000,Pending
STU0041171,Student 41171,18000,Paid
STU0041172,Student 41172,25000,Pending
STU0041173,Student 41173,12000,Pending
STU0041174,Student 41174,12000,Paid
STU0041175,Student 41175,18000,Paid
STU0041176,Student 41176,12000,Pending
STU0041177,Student 41177,25000,Paid
STU0041178,Student 41178,18000,Paid
STU0041179,Student 41179,18000,Paid
STU0041180,Student 41180,12000,Pending
STU0041181,Student 41181,12000,Paid
STU0041182,Student 41182,25000,Paid
STU0041183,Student 41183,18000,Paid
STU0041184,Student 41184,25000,Paid
STU0041185,Student 41185,18000,Paid
STU0041186,Student 41186,18000,Pending
STU0041187,Student 41187,25000,Pending
STU0041188,Student 41188,25000,Paid
STU0041189,Student 41189,25000,Pending
STU0041190,Student 41190,25000,Pending
STU0041191,Student 41191,18000,Pending
STU0041192,Student 41192,12000,Paid
STU0041193,Student 41193,18000,Paid
STU0041194,Student 41194,18000,Pending
STU0041195,Student 41195,12000,Paid
STU0041196,Student 41196,25000,Paid
STU0041197,Student 41197,18000,Pending
STU0041198,Student 41198,12000,Paid
STU0041199,Student 41199,18000,Pending
STU0041200,Student 41200,12000,Pending
STU0041201,Student 41201,12000,Paid
STU0041202,Student 41202,25000,Paid
STU0041203,Student 41203,25000,Pending
STU0041204,Student 41204,12000,Pending
STU0041205,Student 41205,12000,Paid
STU0041206,Student 41206,25000,Paid
STU0041207,Student 41207,18000,Pending
STU0041208,Student 41208,25000,Paid
STU0041209,Student 41209,18000,Paid
STU0041210,Student 41210,12000,Paid
STU0041211,Student 41211,18000,Pending
STU0041212,Student 41212,12000,Paid
STU0041213,Student 41213,18000,Paid
STU0041214,Student 41214,12000,Pending
STU0041215,Student 41215,12000,Pending
STU0041216,Student 41216,12000,Paid
STU0041217,Student 41217,25000,Paid
STU0041218,Student 41218,18000,Pending
STU0041219,Student 41219,18000,Paid
STU0041220,Student 41220,18000,Pending
STU0041221,Student 41221,12000,Paid
STU0041222,Student 41222,18000,Paid
STU0041223,Student 41223,18000,Paid
STU0041224,Student 41224,12000,Pending
STU0041225,Student 41225,12000,Pending
STU0041226,Student 41226,18000,Paid
STU0041227,Student 41227,18000,Pending
STU0041228,Student 41228,12000,Paid
STU0041229,Student 41229,25000,Pending
STU0041230,Student 41230,25000,Paid
STU0041231,Student 41231,25000,Paid
STU0041232,Student 41232,25000,Paid
STU0041233,Student 41233,12000,Pending
STU0041234,Student 41234,25000,Pending
STU0041235,Student 41235,12000,Pending
STU0041236,Student 41236,25000,Pending
STU0041237,Student 41237,25000,Paid
STU0041238,Student 41238,12000,Pending
STU0041239,Student 41239,25000,Pending
STU0041240,Student 41240,18000,Pending
STU0041241,Student 41241,12000,Paid
STU0041242,Student 41242,25000,Pending
STU0041243,Student 41243,18000,Pending
STU0041244,Student 41244,25000,Paid
STU0041245,Student 41245,18000,Paid
STU0041246,Student 41246,12000,Paid
STU0041247,Student 41247,12000,Paid
STU0041248,Student 41248,18000,Paid
STU0041249,Student 41249,12000,Pending
STU0041250,Student 41250,18000,Pending
STU0041251,Student 41251,25000,Paid
STU0041252,Student 41252,18000,Paid
STU0041253,Student 41253,25000,Pending
STU0041254,Student 41254,18000,Paid
STU0041255,Student 41255,18000,Pending
STU0041256,Student 41256,18000,Paid
STU0041257,Student 41257,12000,Pending
STU0041258,Student 41258,25000,Pending
STU0041259,Student 41259,12000,Pending
STU0041260,Student 41260,25000,Paid
STU0041261,Student 41261,25000,Pending
STU0041262,Student 41262,18000,Pending
STU0041263,Student 41263,25000,Pending
STU0041264,Student 41264,12000,Pending
STU0041265,Student 41265,18000,Pending
STU0041266,Student 41266,12000,Pending
STU0041267,Student 41267,12000,Pending
STU0041268,Student 41268,25000,Paid
STU0041269,Student 41269,25000,Paid
STU0041270,Student 41270,18000,Paid
STU0041271,Student 41271,12000,Pending
STU0041272,Student 41272,25000,Paid
STU0041273,Student 41273,25000,Pending
STU0041274,Student 41274,12000,Pending
STU0041275,Student 41275,18000,Paid
STU0041276,Student 41276,25000,Paid
STU0041277,Student 41277,18000,Paid
STU0041278,Student 41278,12000,Pending
STU0041279,Student 41279,12000,Pending
STU0041280,Student 41280,12000,Paid
STU0041281,Student 41281,18000,Pending
STU0041282,Student 41282,12000,Paid
STU0041283,Student 41283,18000,Pending
STU0041284,Student 41284,18000,Pending
STU0041285,Student 41285,25000,Paid
STU0041286,Student 41286,18000,Pending
STU0041287,Student 41287,25000,Paid
STU0041288,Student 41288,12000,Pending
STU0041289,Student 41289,18000,Pending
STU0041290,Student 41290,25000,Paid
STU0041291,Student 41291,25000,Paid
STU0041292,Student 41292,25000,Paid
STU0041293,Student 41293,12000,Pending
STU0041294,Student 41294,18000,Pending
STU0041295,Student 41295,18000,Pending
STU0041296,Student 41296,25000,Pending
STU0041297,Student 41297,25000,Paid
STU0041298,Student 41298,12000,Paid
STU0041299,Student 41299,18000,Paid
STU0041300,Student 41300,18000,Paid
STU0041301,Student 41301,12000,Pending
STU0041302,Student 41302,25000,Paid
STU0041303,Student 41303,18000,Paid
STU0041304,Student 41304,25000,Pending
STU0041305,Student 41305,12000,Pending
STU0041306,Student 41306,18000,Pending
STU0041307,Student 41307,25000,Paid
STU0041308,Student 41308,25000,Paid
STU0041309,Student 41309,18000,Pending
STU0041310,Student 41310,18000,Pending
STU0041311,Student 41311,12000,Paid
STU0041312,Student 41312,12000,Pending
STU0041313,Student 41313,25000,Pending
STU0041314,Student 41314,18000,Paid
STU0041315,Student 41315,12000,Paid
STU0041316,Student 41316,18000,Paid
STU0041317,Student 41317,25000,Paid
STU0041318,Student 41318,18000,Pending
STU0041319,Student 41319,12000,Pending
STU0041320,Student 41320,25000,Pending
STU0041321,Student 41321,18000,Pending
STU0041322,Student 41322,18000,Pending
STU0041323,Student 41323,25000,Pending
STU0041324,Student 41324,18000,Paid
STU0041325,Student 41325,18000,Pending
STU0041326,Student 41326,12000,Paid
STU0041327,Student 41327,18000,Pending
STU0041328,Student 41328,12000,Paid
STU0041329,Student 41329,25000,Paid
STU0041330,Student 41330,25000,Paid
STU0041331,Student 41331,18000,Paid
STU0041332,Student 41332,18000,Pending
STU0041333,Student 41333,18000,Paid
STU0041334,Student 41334,25000,Paid
STU0041335,Student 41335,12000,Pending
STU0041336,Student 41336,25000,Paid
STU0041337,Student 41337,18000,Paid
STU0041338,Student 41338,25000,Paid
STU0041339,Student 41339,25000,Paid
STU0041340,Student 41340,12000,Pending
STU0041341,Student 41341,12000,Pending
STU0041342,Student 41342,18000,Paid
STU0041343,Student 41343,12000,Pending
STU0041344,Student 41344,18000,Paid
STU0041345,Student 41345,25000,Paid
STU0041346,Student 41346,18000,Paid
STU0041347,Student 41347,18000,Pending
STU0041348,Student 41348,25000,Paid
STU0041349,Student 41349,25000,Paid
STU0041350,Student 41350,12000,Pending
STU0041351,Student 41351,25000,Paid
STU0041352,Student 41352,12000,Paid
STU0041353,Student 41353,18000,Pending
STU0041354,Student 41354,18000,Pending
STU0041355,Student 41355,12000,Pending
STU0041356,Student 41356,18000,Pending
STU0041357,Student 41357,18000,Paid
STU0041358,Student 41358,25000,Paid
STU0041359,Student 41359,18000,Pending
STU0041360,Student 41360,12000,Paid
STU0041361,Student 41361,25000,Pending
STU0041362,Student 41362,18000,Pending
STU0041363,Student 41363,25000,Paid
STU0041364,Student 41364,12000,Paid
STU0041365,Student 41365,18000,Pending
STU0041366,Student 41366,12000,Pending
STU0041367,Student 41367,25000,Paid
STU0041368,Student 41368,12000,Pending
STU0041369,Student 41369,25000,Pending
STU0041370,Student 41370,12000,Pending
STU0041371,Student 41371,25000,Pending
STU0041372,Student 41372,12000,Pending
STU0041373,Student 41373,18000,Paid
STU0041374,Student 41374,12000,Paid
STU0041375,Student 41375,25000,Pending
STU0041376,Student 41376,12000,Paid
STU0041377,Student 41377,12000,Paid
STU0041378,Student 41378,25000,Paid
STU0041379,Student 41379,18000,Pending
STU0041380,Student 41380,18000,Paid
STU0041381,Student 41381,18000,Paid
STU0041382,Student 41382,25000,Pending
STU0041383,Student 41383,12000,Paid
STU0041384,Student 41384,12000,Paid
STU0041385,Student 41385,12000,Paid
STU0041386,Student 41386,12000,Pending
STU0041387,Student 41387,25000,Paid
STU0041388,Student 41388,18000,Paid
STU0041389,Student 41389,12000,Paid
STU0041390,Student 41390,12000,Pending
STU0041391,Student 41391,18000,Pending
STU0041392,Student 41392,25000,Paid
STU0041393,Student 41393,25000,Paid
STU0041394,Student 41394,18000,Paid
STU0041395,Student 41395,25000,Pending
STU0041396,Student 41396,25000,Paid
STU0041397,Student 41397,18000,Pending
STU0041398,Student 41398,12000,Pending
STU0041399,Student 41399,18000,Pending
STU0041400,Student 41400,25000,Paid
STU0041401,Student 41401,12000,Paid
STU0041402,Student 41402,18000,Paid
STU0041403,Student 41403,25000,Pending
STU0041404,Student 41404,25000,Paid
STU0041405,Student 41405,25000,Pending
STU0041406,Student 41406,12000,Paid
STU0041407,Student 41407,12000,Paid
STU0041408,Student 41408,12000,Pending
STU0041409,Student 41409,18000,Pending
STU0041410,Student 41410,18000,Pending
STU0041411,Student 41411,18000,Paid
STU0041412,Student 41412,12000,Pending
STU0041413,Student 41413,18000,Paid
STU0041414,Student 41414,12000,Paid
STU0041415,Student 41415,12000,Pending
STU0041416,Student 41416,12000,Pending
STU0041417,Student 41417,25000,Paid
STU0041418,Student 41418,25000,Pending
STU0041419,Student 41419,25000,Paid
STU0041420,Student 41420,25000,Pending
STU0041421,Student 41421,25000,Pending
STU0041422,Student 41422,25000,Pending
STU0041423,Student 41423,18000,Pending
STU0041424,Student 41424,12000,Paid
STU0041425,Student 41425,25000,Pending
STU0041426,Student 41426,12000,Pending
STU0041427,Student 41427,18000,Pending
STU0041428,Student 41428,12000,Paid
STU0041429,Student 41429,25000,Pending
STU0041430,Student 41430,25000,Pending
STU0041431,Student 41431,12000,Paid
STU0041432,Student 41432,18000,Paid
STU0041433,Student 41433,25000,Paid
STU0041434,Student 41434,18000,Paid
STU0041435,Student 41435,12000,Pending
STU0041436,Student 41436,12000,Paid
STU0041437,Student 41437,18000,Pending
STU0041438,Student 41438,12000,Paid
STU0041439,Student 41439,12000,Pending
STU0041440,Student 41440,25000,Paid
STU0041441,Student 41441,18000,Paid
STU0041442,Student 41442,25000,Pending
STU0041443,Student 41443,18000,Paid
STU0041444,Student 41444,25000,Paid
STU0041445,Student 41445,12000,Pending
STU0041446,Student 41446,12000,Paid
STU0041447,Student 41447,12000,Pending
STU0041448,Student 41448,25000,Paid
STU0041449,Student 41449,12000,Paid
STU0041450,Student 41450,18000,Paid
STU0041451,Student 41451,12000,Paid
STU0041452,Student 41452,18000,Pending
STU0041453,Student 41453,12000,Paid
STU0041454,Student 41454,18000,Pending
STU0041455,Student 41455,25000,Pending
STU0041456,Student 41456,25000,Paid
STU0041457,Student 41457,25000,Pending
STU0041458,Student 41458,18000,Paid
STU0041459,Student 41459,25000,Pending
STU0041460,Student 41460,18000,Pending
STU0041461,Student 41461,12000,Paid
STU0041462,Student 41462,18000,Pending
STU0041463,Student 41463,12000,Pending
STU0041464,Student 41464,12000,Pending
STU0041465,Student 41465,12000,Pending
STU0041466,Student 41466,25000,Pending
STU0041467,Student 41467,12000,Paid
STU0041468,Student 41468,12000,Paid
STU0041469,Student 41469,25000,Paid
STU0041470,Student 41470,18000,Pending
STU0041471,Student 41471,12000,Pending
STU0041472,Student 41472,18000,Paid
STU0041473,Student 41473,12000,Paid
STU0041474,Student 41474,18000,Pending
STU0041475,Student 41475,18000,Paid
STU0041476,Student 41476,18000,Pending
STU0041477,Student 41477,25000,Paid
STU0041478,Student 41478,18000,Paid
STU0041479,Student 41479,18000,Pending
STU0041480,Student 41480,18000,Pending
STU0041481,Student 41481,18000,Paid
STU0041482,Student 41482,25000,Pending
STU0041483,Student 41483,18000,Pending
STU0041484,Student 41484,12000,Paid
STU0041485,Student 41485,12000,Pending
STU0041486,Student 41486,25000,Paid
STU0041487,Student 41487,25000,Pending
STU0041488,Student 41488,18000,Pending
STU0041489,Student 41489,25000,Pending
STU0041490,Student 41490,12000,Paid
STU0041491,Student 41491,12000,Paid
STU0041492,Student 41492,25000,Pending
STU0041493,Student 41493,18000,Pending
STU0041494,Student 41494,25000,Pending
STU0041495,Student 41495,12000,Paid
STU0041496,Student 41496,12000,Pending
STU0041497,Student 41497,12000,Pending
STU0041498,Student 41498,12000,Pending
STU0041499,Student 41499,25000,Paid
STU0041500,Student 41500,25000,Paid
STU0041501,Student 41501,18000,Pending
STU0041502,Student 41502,12000,Paid
STU0041503,Student 41503,25000,Paid
STU0041504,Student 41504,12000,Paid
STU0041505,Student 41505,25000,Paid
STU0041506,Student 41506,12000,Paid
STU0041507,Student 41507,18000,Paid
STU0041508,Student 41508,18000,Pending
STU0041509,Student 41509,18000,Paid
STU0041510,Student 41510,12000,Paid
STU0041511,Student 41511,18000,Pending
STU0041512,Student 41512,12000,Pending
STU0041513,Student 41513,25000,Pending
STU0041514,Student 41514,18000,Paid
STU0041515,Student 41515,18000,Paid
STU0041516,Student 41516,25000,Paid
STU0041517,Student 41517,12000,Paid
STU0041518,Student 41518,25000,Pending
STU0041519,Student 41519,12000,Pending
STU0041520,Student 41520,12000,Pending
STU0041521,Student 41521,25000,Pending
STU0041522,Student 41522,18000,Paid
STU0041523,Student 41523,25000,Paid
STU0041524,Student 41524,25000,Pending
STU0041525,Student 41525,25000,Paid
STU0041526,Student 41526,25000,Paid
STU0041527,Student 41527,25000,Paid
STU0041528,Student 41528,18000,Pending
STU0041529,Student 41529,18000,Pending
STU0041530,Student 41530,12000,Pending
STU0041531,Student 41531,25000,Pending
STU0041532,Student 41532,18000,Paid
STU0041533,Student 41533,25000,Pending
STU0041534,Student 41534,25000,Pending
STU0041535,Student 41535,18000,Paid
STU0041536,Student 41536,12000,Pending
STU0041537,Student 41537,12000,Pending
STU0041538,Student 41538,12000,Pending
STU0041539,Student 41539,25000,Paid
STU0041540,Student 41540,18000,Pending
STU0041541,Student 41541,25000,Pending
STU0041542,Student 41542,25000,Paid
STU0041543,Student 41543,18000,Pending
STU0041544,Student 41544,25000,Pending
STU0041545,Student 41545,25000,Pending
STU0041546,Student 41546,18000,Pending
STU0041547,Student 41547,18000,Pending
STU0041548,Student 41548,18000,Pending
STU0041549,Student 41549,18000,Pending
STU0041550,Student 41550,25000,Pending
STU0041551,Student 41551,12000,Pending
STU0041552,Student 41552,25000,Pending
STU0041553,Student 41553,12000,Pending
STU0041554,Student 41554,25000,Pending
STU0041555,Student 41555,18000,Paid
STU0041556,Student 41556,25000,Pending
STU0041557,Student 41557,18000,Paid
STU0041558,Student 41558,25000,Paid
STU0041559,Student 41559,12000,Pending
STU0041560,Student 41560,18000,Pending
STU0041561,Student 41561,25000,Pending
STU0041562,Student 41562,25000,Pending
STU0041563,Student 41563,12000,Pending
STU0041564,Student 41564,18000,Pending
STU0041565,Student 41565,12000,Pending
STU0041566,Student 41566,18000,Pending
STU0041567,Student 41567,25000,Paid
STU0041568,Student 41568,18000,Pending
STU0041569,Student 41569,25000,Pending
STU0041570,Student 41570,12000,Paid
STU0041571,Student 41571,25000,Paid
STU0041572,Student 41572,25000,Pending
STU0041573,Student 41573,25000,Pending
STU0041574,Student 41574,25000,Pending
STU0041575,Student 41575,12000,Paid
STU0041576,Student 41576,25000,Paid
STU0041577,Student 41577,25000,Paid
STU0041578,Student 41578,18000,Paid
STU0041579,Student 41579,25000,Paid
STU0041580,Student 41580,25000,Paid
STU0041581,Student 41581,18000,Pending
STU0041582,Student 41582,18000,Pending
STU0041583,Student 41583,18000,Pending
STU0041584,Student 41584,18000,Pending
STU0041585,Student 41585,18000,Paid
STU0041586,Student 41586,18000,Pending
STU0041587,Student 41587,12000,Paid
STU0041588,Student 41588,25000,Paid
STU0041589,Student 41589,18000,Paid
STU0041590,Student 41590,25000,Pending
STU0041591,Student 41591,18000,Paid
STU0041592,Student 41592,25000,Pending
STU0041593,Student 41593,18000,Paid
STU0041594,Student 41594,12000,Paid
STU0041595,Student 41595,25000,Paid
STU0041596,Student 41596,12000,Pending
STU0041597,Student 41597,12000,Paid
STU0041598,Student 41598,12000,Pending
STU0041599,Student 41599,18000,Paid
STU0041600,Student 41600,25000,Paid
STU0041601,Student 41601,18000,Paid
STU0041602,Student 41602,12000,Pending
STU0041603,Student 41603,12000,Pending
STU0041604,Student 41604,25000,Paid
STU0041605,Student 41605,25000,Pending
STU0041606,Student 41606,12000,Pending
STU0041607,Student 41607,12000,Pending
STU0041608,Student 41608,12000,Pending
STU0041609,Student 41609,12000,Paid
STU0041610,Student 41610,12000,Paid
STU0041611,Student 41611,18000,Pending
STU0041612,Student 41612,25000,Paid
STU0041613,Student 41613,18000,Pending
STU0041614,Student 41614,25000,Paid
STU0041615,Student 41615,25000,Paid
STU0041616,Student 41616,12000,Paid
STU0041617,Student 41617,25000,Pending
STU0041618,Student 41618,12000,Paid
STU0041619,Student 41619,12000,Pending
STU0041620,Student 41620,18000,Paid
STU0041621,Student 41621,18000,Pending
STU0041622,Student 41622,18000,Pending
STU0041623,Student 41623,18000,Paid
STU0041624,Student 41624,12000,Paid
STU0041625,Student 41625,12000,Pending
STU0041626,Student 41626,25000,Paid
STU0041627,Student 41627,12000,Pending
STU0041628,Student 41628,25000,Pending
STU0041629,Student 41629,12000,Pending
STU0041630,Student 41630,25000,Pending
STU0041631,Student 41631,12000,Paid
STU0041632,Student 41632,12000,Paid
STU0041633,Student 41633,18000,Pending
STU0041634,Student 41634,12000,Pending
STU0041635,Student 41635,25000,Paid
STU0041636,Student 41636,18000,Paid
STU0041637,Student 41637,18000,Pending
STU0041638,Student 41638,25000,Paid
STU0041639,Student 41639,25000,Pending
STU0041640,Student 41640,25000,Paid
STU0041641,Student 41641,12000,Pending
STU0041642,Student 41642,12000,Paid
STU0041643,Student 41643,12000,Paid
STU0041644,Student 41644,12000,Pending
STU0041645,Student 41645,12000,Pending
STU0041646,Student 41646,12000,Paid
STU0041647,Student 41647,12000,Pending
STU0041648,Student 41648,12000,Paid
STU0041649,Student 41649,18000,Pending
STU0041650,Student 41650,12000,Paid
STU0041651,Student 41651,12000,Pending
STU0041652,Student 41652,18000,Paid
STU0041653,Student 41653,12000,Paid
STU0041654,Student 41654,12000,Pending
STU0041655,Student 41655,18000,Paid
STU0041656,Student 41656,12000,Paid
STU0041657,Student 41657,18000,Paid
STU0041658,Student 41658,18000,Paid
STU0041659,Student 41659,25000,Pending
STU0041660,Student 41660,12000,Paid
STU0041661,Student 41661,12000,Paid
STU0041662,Student 41662,18000,Paid
STU0041663,Student 41663,12000,Paid
STU0041664,Student 41664,18000,Paid
STU0041665,Student 41665,25000,Paid
STU0041666,Student 41666,12000,Paid
STU0041667,Student 41667,12000,Paid
STU0041668,Student 41668,12000,Pending
STU0041669,Student 41669,25000,Paid
STU0041670,Student 41670,18000,Pending
STU0041671,Student 41671,25000,Pending
STU0041672,Student 41672,25000,Paid
STU0041673,Student 41673,25000,Paid
STU0041674,Student 41674,25000,Paid
STU0041675,Student 41675,12000,Paid
STU0041676,Student 41676,18000,Pending
STU0041677,Student 41677,25000,Pending
STU0041678,Student 41678,12000,Pending
STU0041679,Student 41679,25000,Paid
STU0041680,Student 41680,25000,Pending
STU0041681,Student 41681,12000,Paid
STU0041682,Student 41682,12000,Paid
STU0041683,Student 41683,12000,Paid
STU0041684,Student 41684,18000,Pending
STU0041685,Student 41685,18000,Pending
STU0041686,Student 41686,18000,Pending
STU0041687,Student 41687,25000,Paid
STU0041688,Student 41688,12000,Paid
STU0041689,Student 41689,18000,Pending
STU0041690,Student 41690,25000,Pending
STU0041691,Student 41691,12000,Pending
STU0041692,Student 41692,18000,Pending
STU0041693,Student 41693,25000,Pending
STU0041694,Student 41694,18000,Pending
STU0041695,Student 41695,12000,Paid
STU0041696,Student 41696,25000,Pending
STU0041697,Student 41697,12000,Pending
STU0041698,Student 41698,18000,Paid
STU0041699,Student 41699,25000,Paid
STU0041700,Student 41700,12000,Paid
STU0041701,Student 41701,12000,Pending
STU0041702,Student 41702,12000,Pending
STU0041703,Student 41703,18000,Pending
STU0041704,Student 41704,25000,Paid
STU0041705,Student 41705,25000,Paid
STU0041706,Student 41706,12000,Paid
STU0041707,Student 41707,18000,Paid
STU0041708,Student 41708,12000,Pending
STU0041709,Student 41709,25000,Pending
STU0041710,Student 41710,18000,Paid
STU0041711,Student 41711,18000,Paid
STU0041712,Student 41712,12000,Paid
STU0041713,Student 41713,25000,Paid
STU0041714,Student 41714,25000,Paid
STU0041715,Student 41715,12000,Paid
STU0041716,Student 41716,18000,Paid
STU0041717,Student 41717,12000,Pending
STU0041718,Student 41718,18000,Pending
STU0041719,Student 41719,18000,Pending
STU0041720,Student 41720,18000,Pending
STU0041721,Student 41721,12000,Pending
STU0041722,Student 41722,12000,Pending
STU0041723,Student 41723,18000,Pending
STU0041724,Student 41724,12000,Pending
STU0041725,Student 41725,18000,Paid
STU0041726,Student 41726,18000,Pending
STU0041727,Student 41727,12000,Paid
STU0041728,Student 41728,12000,Pending
STU0041729,Student 41729,18000,Paid
STU0041730,Student 41730,25000,Pending
STU0041731,Student 41731,18000,Paid
STU0041732,Student 41732,18000,Paid
STU0041733,Student 41733,18000,Paid
STU0041734,Student 41734,12000,Paid
STU0041735,Student 41735,18000,Pending
STU0041736,Student 41736,25000,Paid
STU0041737,Student 41737,12000,Paid
STU0041738,Student 41738,12000,Paid
STU0041739,Student 41739,12000,Paid
STU0041740,Student 41740,12000,Paid
STU0041741,Student 41741,12000,Paid
STU0041742,Student 41742,18000,Pending
STU0041743,Student 41743,12000,Paid
STU0041744,Student 41744,25000,Paid
STU0041745,Student 41745,12000,Pending
STU0041746,Student 41746,18000,Paid
STU0041747,Student 41747,18000,Pending
STU0041748,Student 41748,25000,Paid
STU0041749,Student 41749,18000,Pending
STU0041750,Student 41750,25000,Paid
STU0041751,Student 41751,18000,Pending
STU0041752,Student 41752,12000,Pending
STU0041753,Student 41753,18000,Paid
STU0041754,Student 41754,18000,Paid
STU0041755,Student 41755,25000,Paid
STU0041756,Student 41756,18000,Pending
STU0041757,Student 41757,25000,Pending
STU0041758,Student 41758,18000,Paid
STU0041759,Student 41759,25000,Paid
STU0041760,Student 41760,18000,Pending
STU0041761,Student 41761,25000,Pending
STU0041762,Student 41762,25000,Pending
STU0041763,Student 41763,18000,Pending
