Student ID,Student Name,Class,Section,Department,Fee Category,Amount Due,Amount Paid,Balance,Payment Status,Payment Mode,Due Date,Payment Date,Academic Year,Guardian Email,Remarks
STU0000499,Student 499,8,A,Pre-Primary,Activity,25000,25000,0,Paid,Cash,2026-02-27,2026-07-14,2025-2026,guardian499@example.com,"Fee record for term 2"
STU0000500,Student 500,11,B,Commerce,Hostel,22000,0,22000,Pending,NEFT,2026-04-16,2026-04-15,2025-2026,guardian500@example.com,"Fee record for term 2"
STU0000501,Student 501,7,C,Senior,Transport,18000,0,18000,Waived,Cheque,2026-08-12,2026-03-16,2025-2026,guardian501@example.com,"Fee record for term 3"
STU0000502,Student 502,9,C,Secondary,Exam,18000,18000,0,Paid,NEFT,2026-08-28,2026-08-25,2025-2026,guardian502@example.com,"Fee record for term 2"
STU0000503,Student 503,4,D,Commerce,Library,22000,0,22000,Waived,Cheque,2026-09-15,2026-04-12,2025-2026,guardian503@example.com,"Fee record for term 2"
STU0000504,Student 504,2,D,Primary,Hostel,30000,0,30000,Overdue,NEFT,2026-06-21,2026-07-14,2025-2026,guardian504@example.com,"Fee record for term 2"
STU0000505,Student 505,1,A,Arts,Activity,25000,0,25000,Waived,NEFT,2026-06-26,2026-07-23,2025-2026,guardian505@example.com,"Fee record for term 3"
STU0000506,Student 506,9,A,Science,Transport,18000,0,18000,Pending,UPI,2026-07-20,2026-04-20,2025-2026,guardian506@example.com,"Fee record for term 1"
STU0000507,Student 507,7,B,Senior,Tuition,25000,0,25000,Waived,Cheque,2026-01-20,2026-08-24,2025-2026,guardian507@example.com,"Fee record for term 2"
STU0000508,Student 508,1,C,Commerce,Library,18000,13500,4500,Partial,UPI,2026-08-13,2026-06-18,2025-2026,guardian508@example.com,"Fee record for term 2"
STU0000509,Student 509,10,C,Primary,Hostel,25000,0,25000,Waived,NEFT,2026-02-21,2026-09-10,2025-2026,guardian509@example.com,"Fee record for term 2"
STU0000510,Student 510,3,D,Primary,Tuition,18000,9000,9000,Partial,Cheque,2026-04-11,2026-03-14,2025-2026,guardian510@example.com,"Fee record for term 2"
STU0000511,Student 511,1,D,Senior,Tuition,15000,0,15000,Pending,Cash,2026-03-27,2026-09-12,2025-2026,guardian511@example.com,"Fee record for term 1"
STU0000512,Student 512,1,D,Arts,Lab,22000,0,22000,Pending,NEFT,2026-07-12,2026-03-14,2025-2026,guardian512@example.com,"Fee record for term 2"
STU0000513,Student 513,1,B,Primary,Tuition,12000,12000,0,Paid,Cash,2026-06-15,2026-02-24,2025-2026,guardian513@example.com,"Fee record for term 1"
STU0000514,Student 514,4,C,Science,Transport,12000,0,12000,Pending,UPI,2026-02-23,2026-06-22,2025-2026,guardian514@example.com,"Fee record for term 2"
STU0000515,Student 515,4,D,Primary,Lab,18000,0,18000,Overdue,Cheque,2026-03-15,2026-03-21,2025-2026,guardian515@example.com,"Fee record for term 3"
STU0000516,Student 516,8,A,Arts,Exam,30000,30000,0,Paid,Card,2026-01-24,2026-08-10,2025-2026,guardian516@example.com,"Fee record for term 3"
STU0000517,Student 517,7,B,Arts,Tuition,30000,22500,7500,Partial,Card,2026-09-14,2026-08-15,2025-2026,guardian517@example.com,"Fee record for term 3"
STU0000518,Student 518,12,A,Commerce,Activity,22000,0,22000,Pending,Card,2026-01-21,2026-07-16,2025-2026,guardian518@example.com,"Fee record for term 3"
STU0000519,Student 519,6,D,Commerce,Library,22000,0,22000,Overdue,Cheque,2026-06-22,2026-04-18,2025-2026,guardian519@example.com,"Fee record for term 1"
STU0000520,Student 520,1,C,Senior,Lab,30000,0,30000,Waived,Card,2026-05-20,2026-03-28,2025-2026,guardian520@example.com,"Fee record for term 3"
STU0000521,Student 521,8,A,Secondary,Exam,22000,5500,16500,Partial,Cash,2026-07-19,2026-09-23,2025-2026,guardian521@example.com,"Fee record for term 3"
STU0000522,Student 522,10,B,Primary,Exam,12000,12000,0,Paid,UPI,2026-02-23,2026-08-18,2025-2026,guardian522@example.com,"Fee record for term 1"
STU0000523,Student 523,11,C,Primary,Tuition,30000,0,30000,Overdue,NEFT,2026-05-16,2026-02-18,2025-2026,guardian523@example.com,"Fee record for term 2"
STU0000524,Student 524,9,D,Arts,Library,18000,0,18000,Pending,UPI,2026-08-20,2026-07-25,2025-2026,guardian524@example.com,"Fee record for term 1"
STU0000525,Student 525,11,C,Primary,Library,12000,0,12000,Pending,Card,2026-03-21,2026-07-17,2025-2026,guardian525@example.com,"Fee record for term 2"
STU0000526,Student 526,8,D,Primary,Tuition,25000,25000,0,Paid,Cash,2026-01-16,2026-08-25,2025-2026,guardian526@example.com,"Fee record for term 3"
STU0000527,Student 527,10,B,Secondary,Lab,12000,6000,6000,Partial,Cash,2026-03-26,2026-05-20,2025-2026,guardian527@example.com,"Fee record for term 1"
STU0000528,Student 528,8,B,Senior,Hostel,15000,0,15000,Pending,Cash,2026-04-15,2026-05-12,2025-2026,guardian528@example.com,"Fee record for term 3"
STU0000529,Student 529,10,D,Secondary,Tuition,22000,0,22000,Waived,NEFT,2026-08-20,2026-01-22,2025-2026,guardian529@example.com,"Fee record for term 1"
STU0000530,Student 530,8,B,Senior,Transport,30000,0,30000,Overdue,Card,2026-02-27,2026-06-22,2025-2026,guardian530@example.com,"Fee record for term 1"
STU0000531,Student 531,8,D,Senior,Library,15000,0,15000,Overdue,UPI,2026-02-27,2026-08-28,2025-2026,guardian531@example.com,"Fee record for term 2"
STU0000532,Student 532,6,D,Primary,Transport,15000,3750,11250,Partial,NEFT,2026-05-20,2026-07-28,2025-2026,guardian532@example.com,"Fee record for term 3"
STU0000533,Student 533,6,B,Pre-Primary,Tuition,15000,3750,11250,Partial,UPI,2026-08-21,2026-06-25,2025-2026,guardian533@example.com,"Fee record for term 3"
STU0000534,Student 534,11,B,Senior,Transport,15000,0,15000,Waived,Card,2026-04-19,2026-05-17,2025-2026,guardian534@example.com,"Fee record for term 3"
STU0000535,Student 535,7,A,Secondary,Library,25000,25000,0,Paid,Cash,2026-04-26,2026-09-13,2025-2026,guardian535@example.com,"Fee record for term 1"
STU0000536,Student 536,11,C,Primary,Transport,30000,30000,0,Paid,Card,2026-01-18,2026-01-23,2025-2026,guardian536@example.com,"Fee record for term 1"
STU0000537,Student 537,12,A,Commerce,Exam,18000,13500,4500,Partial,UPI,2026-09-15,2026-01-28,2025-2026,guardian537@example.com,"Fee record for term 1"
STU0000538,Student 538,2,B,Primary,Hostel,15000,0,15000,Pending,Card,2026-09-20,2026-07-22,2025-2026,guardian538@example.com,"Fee record for term 3"
STU0000539,Student 539,10,D,Primary,Activity,12000,12000,0,Paid,UPI,2026-09-14,2026-07-21,2025-2026,guardian539@example.com,"Fee record for term 3"
STU0000540,Student 540,1,D,Commerce,Library,12000,12000,0,Paid,NEFT,2026-03-21,2026-06-27,2025-2026,guardian540@example.com,"Fee record for term 1"
STU0000541,Student 541,9,B,Secondary,Transport,18000,9000,9000,Partial,Cheque,2026-03-13,2026-02-15,2025-2026,guardian541@example.com,"Fee record for term 2"
STU0000542,Student 542,10,A,Commerce,Exam,25000,0,25000,Waived,NEFT,2026-08-27,2026-01-11,2025-2026,guardian542@example.com,"Fee record for term 1"
STU0000543,Student 543,4,A,Secondary,Activity,22000,0,22000,Pending,UPI,2026-04-12,2026-08-28,2025-2026,guardian543@example.com,"Fee record for term 2"
STU0000544,Student 544,1,B,Science,Activity,22000,11000,11000,Partial,Cash,2026-08-26,2026-04-11,2025-2026,guardian544@example.com,"Fee record for term 3"
STU0000545,Student 545,2,C,Primary,Activity,15000,0,15000,Pending,UPI,2026-02-20,2026-02-23,2025-2026,guardian545@example.com,"Fee record for term 2"
STU0000546,Student 546,8,B,Science,Transport,12000,0,12000,Waived,Cheque,2026-05-23,2026-06-13,2025-2026,guardian546@example.com,"Fee record for term 3"
STU0000547,Student 547,3,A,Pre-Primary,Tuition,25000,0,25000,Overdue,Cheque,2026-01-19,2026-09-11,2025-2026,guardian547@example.com,"Fee record for term 2"
STU0000548,Student 548,9,B,Commerce,Exam,12000,12000,0,Paid,Cheque,2026-04-16,2026-07-18,2025-2026,guardian548@example.com,"Fee record for term 3"
STU0000549,Student 549,4,D,Primary,Lab,22000,22000,0,Paid,Cheque,2026-07-13,2026-04-23,2025-2026,guardian549@example.com,"Fee record for term 1"
STU0000550,Student 550,6,B,Senior,Lab,25000,12500,12500,Partial,UPI,2026-04-11,2026-07-23,2025-2026,guardian550@example.com,"Fee record for term 3"
STU0000551,Student 551,3,A,Primary,Tuition,22000,22000,0,Paid,Card,2026-04-18,2026-02-22,2025-2026,guardian551@example.com,"Fee record for term 3"
STU0000552,Student 552,5,B,Primary,Lab,30000,0,30000,Overdue,NEFT,2026-08-19,2026-02-28,2025-2026,guardian552@example.com,"Fee record for term 2"
STU0000553,Student 553,2,D,Pre-Primary,Transport,15000,0,15000,Pending,Cash,2026-03-28,2026-01-12,2025-2026,guardian553@example.com,"Fee record for term 1"
STU0000554,Student 554,1,B,Commerce,Lab,18000,0,18000,Pending,UPI,2026-06-15,2026-06-23,2025-2026,guardian554@example.com,"Fee record for term 3"
STU0000555,Student 555,8,D,Secondary,Tuition,18000,0,18000,Pending,Cheque,2026-02-27,2026-07-17,2025-2026,guardian555@example.com,"Fee record for term 3"
STU0000556,Student 556,2,A,Arts,Exam,15000,11250,3750,Partial,Cash,2026-04-10,2026-03-11,2025-2026,guardian556@example.com,"Fee record for term 2"
STU0000557,Student 557,6,D,Science,Activity,12000,9000,3000,Partial,Card,2026-09-16,2026-05-26,2025-2026,guardian557@example.com,"Fee record for term 1"
STU0000558,Student 558,6,C,Commerce,Library,22000,5500,16500,Partial,Card,2026-04-18,2026-09-14,2025-2026,guardian558@example.com,"Fee record for term 3"
STU0000559,Student 559,7,B,Primary,Library,12000,0,12000,Overdue,UPI,2026-05-13,2026-08-21,2025-2026,guardian559@example.com,"Fee record for term 3"
STU0000560,Student 560,12,D,Commerce,Hostel,22000,0,22000,Pending,UPI,2026-07-11,2026-05-25,2025-2026,guardian560@example.com,"Fee record for term 2"
STU0000561,Student 561,12,D,Arts,Hostel,30000,0,30000,Pending,UPI,2026-08-21,2026-02-21,2025-2026,guardian561@example.com,"Fee record for term 3"
STU0000562,Student 562,4,D,Science,Lab,30000,0,30000,Pending,UPI,2026-06-10,2026-05-27,2025-2026,guardian562@example.com,"Fee record for term 1"
STU0000563,Student 563,1,D,Commerce,Library,18000,9000,9000,Partial,UPI,2026-04-20,2026-06-25,2025-2026,guardian563@example.com,"Fee record for term 1"
STU0000564,Student 564,8,A,Senior,Transport,30000,0,30000,Pending,UPI,2026-08-11,2026-03-20,2025-2026,guardian564@example.com,"Fee record for term 2"
STU0000565,Student 565,3,C,Secondary,Lab,22000,11000,11000,Partial,Cheque,2026-03-21,2026-05-11,2025-2026,guardian565@example.com,"Fee record for term 3"
STU0000566,Student 566,3,A,Pre-Primary,Exam,15000,3750,11250,Partial,Cheque,2026-03-21,2026-09-13,2025-2026,guardian566@example.com,"Fee record for term 1"
STU0000567,Student 567,9,D,Commerce,Hostel,18000,0,18000,Overdue,Cash,2026-07-22,2026-03-22,2025-2026,guardian567@example.com,"Fee record for term 1"
STU0000568,Student 568,6,C,Secondary,Lab,30000,7500,22500,Partial,Cash,2026-04-16,2026-01-28,2025-2026,guardian568@example.com,"Fee record for term 3"
STU0000569,Student 569,4,C,Primary,Transport,25000,0,25000,Waived,Cheque,2026-04-25,2026-06-13,2025-2026,guardian569@example.com,"Fee record for term 1"
STU0000570,Student 570,11,A,Commerce,Exam,25000,18750,6250,Partial,Cash,2026-04-16,2026-08-19,2025-2026,guardian570@example.com,"Fee record for term 2"
STU0000571,Student 571,4,A,Senior,Exam,18000,18000,0,Paid,Cheque,2026-07-17,2026-06-28,2025-2026,guardian571@example.com,"Fee record for term 1"
STU0000572,Student 572,9,C,Senior,Exam,22000,22000,0,Paid,NEFT,2026-08-10,2026-01-22,2025-2026,guardian572@example.com,"Fee record for term 2"
STU0000573,Student 573,10,B,Arts,Library,15000,0,15000,Waived,NEFT,2026-09-22,2026-03-13,2025-2026,guardian573@example.com,"Fee record for term 2"
STU0000574,Student 574,2,C,Pre-Primary,Activity,30000,0,30000,Overdue,Cheque,2026-01-12,2026-02-12,2025-2026,guardian574@example.com,"Fee record for term 1"
STU0000575,Student 575,7,D,Commerce,Exam,18000,18000,0,Paid,UPI,2026-06-26,2026-06-15,2025-2026,guardian575@example.com,"Fee record for term 1"
STU0000576,Student 576,8,A,Senior,Hostel,25000,0,25000,Waived,Card,2026-04-17,2026-07-21,2025-2026,guardian576@example.com,"Fee record for term 2"
STU0000577,Student 577,9,C,Senior,Activity,25000,0,25000,Waived,Cash,2026-06-13,2026-06-27,2025-2026,guardian577@example.com,"Fee record for term 3"
STU0000578,Student 578,6,A,Senior,Transport,18000,0,18000,Pending,NEFT,2026-01-21,2026-04-22,2025-2026,guardian578@example.com,"Fee record for term 1"
STU0000579,Student 579,11,D,Senior,Exam,15000,0,15000,Pending,UPI,2026-04-15,2026-08-15,2025-2026,guardian579@example.com,"Fee record for term 2"
STU0000580,Student 580,1,D,Secondary,Hostel,30000,30000,0,Paid,NEFT,2026-01-25,2026-09-25,2025-2026,guardian580@example.com,"Fee record for term 1"
STU0000581,Student 581,2,B,Science,Transport,25000,0,25000,Pending,UPI,2026-09-14,2026-03-26,2025-2026,guardian581@example.com,"Fee record for term 2"
STU0000582,Student 582,9,B,Science,Exam,18000,0,18000,Waived,Card,2026-02-14,2026-05-19,2025-2026,guardian582@example.com,"Fee record for term 2"
STU0000583,Student 583,9,B,Science,Exam,30000,0,30000,Pending,UPI,2026-03-21,2026-08-24,2025-2026,guardian583@example.com,"Fee record for term 3"
STU0000584,Student 584,11,A,Primary,Library,15000,15000,0,Paid,Card,2026-01-28,2026-09-14,2025-2026,guardian584@example.com,"Fee record for term 2"
STU0000585,Student 585,9,A,Primary,Library,12000,0,12000,Pending,Cheque,2026-08-12,2026-08-27,2025-2026,guardian585@example.com,"Fee record for term 1"
STU0000586,Student 586,6,C,Commerce,Tuition,15000,0,15000,Pending,Cheque,2026-06-21,2026-02-12,2025-2026,guardian586@example.com,"Fee record for term 1"
STU0000587,Student 587,1,B,Science,Hostel,25000,25000,0,Paid,UPI,2026-05-12,2026-04-24,2025-2026,guardian587@example.com,"Fee record for term 3"
STU0000588,Student 588,1,A,Science,Hostel,18000,0,18000,Waived,Cheque,2026-05-12,2026-09-25,2025-2026,guardian588@example.com,"Fee record for term 3"
STU0000589,Student 589,7,D,Pre-Primary,Activity,25000,0,25000,Pending,NEFT,2026-04-17,2026-05-18,2025-2026,guardian589@example.com,"Fee record for term 3"
STU0000590,Student 590,3,C,Pre-Primary,Tuition,25000,0,25000,Pending,Cheque,2026-02-16,2026-08-21,2025-2026,guardian590@example.com,"Fee record for term 2"
STU0000591,Student 591,8,A,Commerce,Activity,25000,18750,6250,Partial,UPI,2026-07-16,2026-03-21,2025-2026,guardian591@example.com,"Fee record for term 2"
STU0000592,Student 592,3,B,Pre-Primary,Transport,30000,0,30000,Overdue,NEFT,2026-09-16,2026-04-17,2025-2026,guardian592@example.com,"Fee record for term 2"
STU0000593,Student 593,5,C,Senior,Lab,25000,25000,0,Paid,Cash,2026-08-19,2026-07-28,2025-2026,guardian593@example.com,"Fee record for term 3"
STU0000594,Student 594,1,C,Senior,Activity,15000,7500,7500,Partial,Cheque,2026-09-27,2026-03-15,2025-2026,guardian594@example.com,"Fee record for term 2"
STU0000595,Student 595,11,D,Arts,Exam,30000,30000,0,Paid,NEFT,2026-07-16,2026-02-14,2025-2026,guardian595@example.com,"Fee record for term 2"
STU0000596,Student 596,3,C,Secondary,Lab,15000,0,15000,Waived,NEFT,2026-07-18,2026-03-13,2025-2026,guardian596@example.com,"Fee record for term 1"
STU0000597,Student 597,4,B,Pre-Primary,Library,30000,0,30000,Waived,Card,2026-04-24,2026-09-25,2025-2026,guardian597@example.com,"Fee record for term 1"
STU0000598,Student 598,8,A,Arts,Lab,12000,0,12000,Pending,Card,2026-02-27,2026-07-16,2025-2026,guardian598@example.com,"Fee record for term 2"
STU0000599,Student 599,4,B,Science,Hostel,30000,0,30000,Waived,UPI,2026-02-25,2026-02-15,2025-2026,guardian599@example.com,"Fee record for term 3"
STU0000600,Student 600,5,A,Primary,Activity,18000,0,18000,Pending,Card,2026-01-16,2026-04-16,2025-2026,guardian600@example.com,"Fee record for term 1"
STU0000601,Student 601,5,D,Secondary,Hostel,18000,4500,13500,Partial,Cash,2026-05-24,2026-04-21,2025-2026,guardian601@example.com,"Fee record for term 1"
STU0000602,Student 602,2,B,Arts,Tuition,30000,0,30000,Overdue,Cash,2026-06-13,2026-08-25,2025-2026,guardian602@example.com,"Fee record for term 1"
STU0000603,Student 603,6,A,Senior,Activity,15000,0,15000,Pending,NEFT,2026-07-27,2026-07-17,2025-2026,guardian603@example.com,"Fee record for term 2"
STU0000604,Student 604,10,D,Science,Exam,22000,22000,0,Paid,Card,2026-09-25,2026-05-15,2025-2026,guardian604@example.com,"Fee record for term 2"
STU0000605,Student 605,11,A,Commerce,Transport,22000,0,22000,Pending,NEFT,2026-04-27,2026-09-13,2025-2026,guardian605@example.com,"Fee record for term 1"
STU0000606,Student 606,1,A,Senior,Lab,30000,15000,15000,Partial,NEFT,2026-03-16,2026-08-14,2025-2026,guardian606@example.com,"Fee record for term 2"
STU0000607,Student 607,3,D,Science,Tuition,22000,0,22000,Pending,UPI,2026-01-22,2026-08-20,2025-2026,guardian607@example.com,"Fee record for term 3"
STU0000608,Student 608,6,A,Secondary,Tuition,25000,0,25000,Pending,Cash,2026-05-11,2026-05-19,2025-2026,guardian608@example.com,"Fee record for term 3"
STU0000609,Student 609,2,A,Science,Lab,30000,0,30000,Pending,Cash,2026-05-10,2026-06-15,2025-2026,guardian609@example.com,"Fee record for term 3"
STU0000610,Student 610,12,D,Primary,Tuition,22000,0,22000,Waived,Card,2026-08-19,2026-08-24,2025-2026,guardian610@example.com,"Fee record for term 2"
STU0000611,Student 611,4,D,Secondary,Hostel,12000,0,12000,Overdue,NEFT,2026-07-22,2026-09-27,2025-2026,guardian611@example.com,"Fee record for term 2"
STU0000612,Student 612,1,D,Senior,Activity,12000,0,12000,Waived,Cheque,2026-03-24,2026-07-18,2025-2026,guardian612@example.com,"Fee record for term 2"
STU0000613,Student 613,9,B,Pre-Primary,Transport,15000,0,15000,Waived,UPI,2026-04-13,2026-09-10,2025-2026,guardian613@example.com,"Fee record for term 2"
STU0000614,Student 614,10,D,Science,Activity,12000,12000,0,Paid,UPI,2026-08-12,2026-02-13,2025-2026,guardian614@example.com,"Fee record for term 2"
STU0000615,Student 615,12,A,Arts,Exam,18000,0,18000,Waived,UPI,2026-03-25,2026-02-10,2025-2026,guardian615@example.com,"Fee record for term 1"
STU0000616,Student 616,4,A,Arts,Tuition,15000,0,15000,Waived,Card,2026-04-26,2026-02-14,2025-2026,guardian616@example.com,"Fee record for term 2"
STU0000617,Student 617,5,B,Senior,Activity,22000,0,22000,Overdue,Cash,2026-02-27,2026-07-19,2025-2026,guardian617@example.com,"Fee record for term 3"
STU0000618,Student 618,2,D,Primary,Library,12000,12000,0,Paid,Cheque,2026-05-25,2026-05-15,2025-2026,guardian618@example.com,"Fee record for term 3"
STU0000619,Student 619,5,D,Commerce,Hostel,22000,22000,0,Paid,UPI,2026-09-18,2026-09-12,2025-2026,guardian619@example.com,"Fee record for term 1"
STU0000620,Student 620,6,B,Senior,Tuition,25000,0,25000,Overdue,UPI,2026-09-26,2026-05-19,2025-2026,guardian620@example.com,"Fee record for term 2"
STU0000621,Student 621,9,C,Commerce,Library,15000,0,15000,Overdue,Cheque,2026-07-24,2026-05-16,2025-2026,guardian621@example.com,"Fee record for term 1"
STU0000622,Student 622,9,A,Primary,Hostel,25000,0,25000,Pending,Cheque,2026-06-18,2026-04-22,2025-2026,guardian622@example.com,"Fee record for term 2"
STU0000623,Student 623,5,A,Secondary,Exam,15000,15000,0,Paid,Card,2026-07-11,2026-04-22,2025-2026,guardian623@example.com,"Fee record for term 2"
STU0000624,Student 624,4,C,Science,Lab,30000,0,30000,Overdue,Card,2026-05-22,2026-07-26,2025-2026,guardian624@example.com,"Fee record for term 2"
STU0000625,Student 625,3,C,Commerce,Exam,15000,0,15000,Overdue,Cash,2026-02-17,2026-02-27,2025-2026,guardian625@example.com,"Fee record for term 1"
STU0000626,Student 626,8,C,Senior,Library,18000,9000,9000,Partial,UPI,2026-03-27,2026-03-15,2025-2026,guardian626@example.com,"Fee record for term 1"
STU0000627,Student 627,9,B,Pre-Primary,Hostel,15000,0,15000,Waived,Cash,2026-09-14,2026-03-27,2025-2026,guardian627@example.com,"Fee record for term 1"
STU0000628,Student 628,2,C,Secondary,Exam,18000,9000,9000,Partial,Cash,2026-07-17,2026-07-24,2025-2026,guardian628@example.com,"Fee record for term 1"
STU0000629,Student 629,1,A,Secondary,Exam,22000,0,22000,Overdue,UPI,2026-04-10,2026-02-24,2025-2026,guardian629@example.com,"Fee record for term 3"
STU0000630,Student 630,11,A,Secondary,Exam,22000,0,22000,Waived,UPI,2026-04-11,2026-06-28,2025-2026,guardian630@example.com,"Fee record for term 1"
STU0000631,Student 631,1,D,Commerce,Transport,12000,0,12000,Waived,NEFT,2026-03-27,2026-08-18,2025-2026,guardian631@example.com,"Fee record for term 2"
STU0000632,Student 632,4,A,Science,Library,22000,0,22000,Pending,UPI,2026-07-16,2026-05-28,2025-2026,guardian632@example.com,"Fee record for term 3"
STU0000633,Student 633,9,C,Commerce,Tuition,18000,18000,0,Paid,Cash,2026-06-18,2026-05-18,2025-2026,guardian633@example.com,"Fee record for term 2"
STU0000634,Student 634,8,D,Pre-Primary,Activity,25000,0,25000,Overdue,Card,2026-06-13,2026-03-13,2025-2026,guardian634@example.com,"Fee record for term 1"
STU0000635,Student 635,4,B,Secondary,Exam,30000,0,30000,Pending,UPI,2026-04-20,2026-08-25,2025-2026,guardian635@example.com,"Fee record for term 1"
STU0000636,Student 636,1,B,Pre-Primary,Tuition,30000,0,30000,Pending,Cash,2026-08-10,2026-01-25,2025-2026,guardian636@example.com,"Fee record for term 3"
STU0000637,Student 637,2,D,Secondary,Activity,22000,0,22000,Waived,Cheque,2026-01-28,2026-07-17,2025-2026,guardian637@example.com,"Fee record for term 2"
STU0000638,Student 638,7,D,Primary,Lab,18000,0,18000,Overdue,Card,2026-01-20,2026-01-23,2025-2026,guardian638@example.com,"Fee record for term 1"
STU0000639,Student 639,1,A,Arts,Tuition,15000,3750,11250,Partial,NEFT,2026-08-25,2026-06-13,2025-2026,guardian639@example.com,"Fee record for term 3"
STU0000640,Student 640,6,A,Pre-Primary,Lab,22000,0,22000,Waived,UPI,2026-07-12,2026-08-27,2025-2026,guardian640@example.com,"Fee record for term 3"
STU0000641,Student 641,8,A,Pre-Primary,Lab,22000,22000,0,Paid,Cash,2026-08-23,2026-09-10,2025-2026,guardian641@example.com,"Fee record for term 1"
STU0000642,Student 642,8,C,Primary,Library,30000,0,30000,Waived,NEFT,2026-05-10,2026-08-17,2025-2026,guardian642@example.com,"Fee record for term 2"
STU0000643,Student 643,7,A,Senior,Lab,25000,0,25000,Overdue,Card,2026-01-20,2026-05-27,2025-2026,guardian643@example.com,"Fee record for term 1"
STU0000644,Student 644,10,A,Pre-Primary,Exam,25000,0,25000,Overdue,Card,2026-03-25,2026-05-27,2025-2026,guardian644@example.com,"Fee record for term 1"
STU0000645,Student 645,1,B,Senior,Lab,30000,22500,7500,Partial,Cash,2026-04-10,2026-03-18,2025-2026,guardian645@example.com,"Fee record for term 1"
STU0000646,Student 646,4,C,Commerce,Library,30000,0,30000,Overdue,Cheque,2026-02-17,2026-08-26,2025-2026,guardian646@example.com,"Fee record for term 2"
STU0000647,Student 647,8,B,Arts,Library,18000,0,18000,Pending,UPI,2026-06-10,2026-09-18,2025-2026,guardian647@example.com,"Fee record for term 2"
STU0000648,Student 648,3,A,Pre-Primary,Activity,12000,12000,0,Paid,Card,2026-02-20,2026-06-12,2025-2026,guardian648@example.com,"Fee record for term 1"
STU0000649,Student 649,5,A,Commerce,Tuition,22000,0,22000,Pending,NEFT,2026-09-14,2026-08-13,2025-2026,guardian649@example.com,"Fee record for term 1"
STU0000650,Student 650,1,A,Arts,Activity,15000,3750,11250,Partial,UPI,2026-02-15,2026-08-26,2025-2026,guardian650@example.com,"Fee record for term 2"
STU0000651,Student 651,6,D,Science,Transport,15000,0,15000,Pending,Card,2026-08-18,2026-05-27,2025-2026,guardian651@example.com,"Fee record for term 1"
STU0000652,Student 652,6,B,Secondary,Lab,15000,0,15000,Waived,Cash,2026-02-16,2026-05-10,2025-2026,guardian652@example.com,"Fee record for term 2"
STU0000653,Student 653,12,C,Arts,Lab,18000,18000,0,Paid,NEFT,2026-09-15,2026-08-13,2025-2026,guardian653@example.com,"Fee record for term 1"
STU0000654,Student 654,3,B,Secondary,Tuition,18000,0,18000,Overdue,Cash,2026-02-22,2026-02-14,2025-2026,guardian654@example.com,"Fee record for term 1"
STU0000655,Student 655,7,D,Primary,Tuition,22000,22000,0,Paid,NEFT,2026-06-16,2026-04-28,2025-2026,guardian655@example.com,"Fee record for term 2"
STU0000656,Student 656,9,C,Science,Activity,30000,15000,15000,Partial,Cheque,2026-07-12,2026-05-23,2025-2026,guardian656@example.com,"Fee record for term 2"
STU0000657,Student 657,4,D,Senior,Exam,18000,18000,0,Paid,UPI,2026-04-25,2026-05-22,2025-2026,guardian657@example.com,"Fee record for term 3"
STU0000658,Student 658,8,A,Commerce,Exam,12000,12000,0,Paid,NEFT,2026-05-25,2026-05-22,2025-2026,guardian658@example.com,"Fee record for term 1"
STU0000659,Student 659,12,B,Commerce,Exam,15000,0,15000,Waived,Cheque,2026-01-25,2026-07-20,2025-2026,guardian659@example.com,"Fee record for term 2"
STU0000660,Student 660,9,A,Pre-Primary,Lab,30000,30000,0,Paid,Cheque,2026-05-23,2026-09-14,2025-2026,guardian660@example.com,"Fee record for term 2"
STU0000661,Student 661,8,C,Arts,Activity,18000,0,18000,Overdue,Card,2026-08-14,2026-03-18,2025-2026,guardian661@example.com,"Fee record for term 3"
STU0000662,Student 662,7,A,Senior,Activity,25000,25000,0,Paid,Card,2026-08-21,2026-04-23,2025-2026,guardian662@example.com,"Fee record for term 1"
STU0000663,Student 663,12,B,Science,Activity,22000,0,22000,Overdue,Cash,2026-02-17,2026-05-22,2025-2026,guardian663@example.com,"Fee record for term 1"
STU0000664,Student 664,11,D,Science,Exam,22000,16500,5500,Partial,UPI,2026-07-13,2026-04-12,2025-2026,guardian664@example.com,"Fee record for term 2"
STU0000665,Student 665,10,D,Arts,Exam,25000,25000,0,Paid,UPI,2026-07-15,2026-04-28,2025-2026,guardian665@example.com,"Fee record for term 3"
STU0000666,Student 666,6,C,Pre-Primary,Hostel,25000,0,25000,Overdue,NEFT,2026-08-11,2026-08-28,2025-2026,guardian666@example.com,"Fee record for term 3"
STU0000667,Student 667,3,A,Senior,Hostel,15000,15000,0,Paid,Cash,2026-04-17,2026-08-19,2025-2026,guardian667@example.com,"Fee record for term 2"
STU0000668,Student 668,9,A,Primary,Lab,25000,0,25000,Overdue,Cash,2026-03-16,2026-02-22,2025-2026,guardian668@example.com,"Fee record for term 1"
STU0000669,Student 669,2,B,Commerce,Hostel,25000,12500,12500,Partial,NEFT,2026-04-13,2026-01-12,2025-2026,guardian669@example.com,"Fee record for term 2"
STU0000670,Student 670,12,D,Science,Lab,18000,18000,0,Paid,UPI,2026-06-24,2026-04-18,2025-2026,guardian670@example.com,"Fee record for term 1"
STU0000671,Student 671,3,D,Science,Hostel,22000,0,22000,Pending,Cheque,2026-07-27,2026-02-16,2025-2026,guardian671@example.com,"Fee record for term 2"
