Student ID,Student Name,Department,Fee Category,Amount Due,Amount Paid,Payment Status,Due Date,Remarks
STU000310,Student 310,Science,Tuition,12000,6000,Partial,2026-07-15,Term 2 fee record
STU000311,Student 311,Secondary,Tuition,25000,0,Pending,2026-07-15,Term 3 fee record
STU000312,Student 312,Primary,Tuition,25000,25000,Paid,2026-02-15,Term 1 fee record
STU000313,Student 313,Primary,Tuition,25000,0,Pending,2026-09-15,Term 2 fee record
STU000314,Student 314,Primary,Tuition,25000,0,Overdue,2026-05-15,Term 3 fee record
STU000315,Student 315,Primary,Tuition,12000,6000,Partial,2026-06-15,Term 1 fee record
STU000316,Student 316,Commerce,Tuition,12000,12000,Paid,2026-08-15,Term 2 fee record
STU000317,Student 317,Secondary,Tuition,25000,0,Overdue,2026-06-15,Term 3 fee record
STU000318,Student 318,Primary,Tuition,25000,0,Pending,2026-05-15,Term 1 fee record
STU000319,Student 319,Senior,Tuition,12000,0,Overdue,2026-05-15,Term 2 fee record
STU000320,Student 320,Secondary,Tuition,18000,0,Overdue,2026-08-15,Term 3 fee record
STU000321,Student 321,Senior,Tuition,12000,0,Pending,2026-01-15,Term 1 fee record
STU000322,Student 322,Senior,Tuition,12000,6000,Partial,2026-08-15,Term 2 fee record
STU000323,Student 323,Science,Tuition,12000,0,Pending,2026-04-15,Term 3 fee record
STU000324,Student 324,Secondary,Tuition,25000,0,Pending,2026-01-15,Term 1 fee record
STU000325,Student 325,Senior,Tuition,25000,25000,Paid,2026-06-15,Term 2 fee record
STU000326,Student 326,Secondary,Tuition,18000,0,Overdue,2026-06-15,Term 3 fee record
STU000327,Student 327,Commerce,Tuition,25000,0,Overdue,2026-02-15,Term 1 fee record
STU000328,Student 328,Senior,Tuition,12000,0,Pending,2026-02-15,Term 2 fee record
STU000329,Student 329,Senior,Tuition,25000,0,Pending,2026-03-15,Term 3 fee record
STU000330,Student 330,Science,Tuition,25000,0,Pending,2026-05-15,Term 1 fee record
STU000331,Student 331,Science,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU000332,Student 332,Senior,Tuition,25000,0,Pending,2026-03-15,Term 3 fee record
STU000333,Student 333,Senior,Tuition,25000,0,Pending,2026-03-15,Term 1 fee record
STU000334,Student 334,Commerce,Tuition,25000,25000,Paid,2026-02-15,Term 2 fee record
STU000335,Student 335,Science,Tuition,18000,18000,Paid,2026-01-15,Term 3 fee record
STU000336,Student 336,Science,Tuition,12000,6000,Partial,2026-05-15,Term 1 fee record
STU000337,Student 337,Secondary,Tuition,18000,18000,Paid,2026-05-15,Term 2 fee record
STU000338,Student 338,Secondary,Tuition,12000,0,Pending,2026-05-15,Term 3 fee record
STU000339,Student 339,Secondary,Tuition,25000,25000,Paid,2026-03-15,Term 1 fee record
STU000340,Student 340,Science,Tuition,12000,0,Overdue,2026-07-15,Term 2 fee record
STU000341,Student 341,Primary,Tuition,12000,0,Overdue,2026-03-15,Term 3 fee record
STU000342,Student 342,Senior,Tuition,12000,6000,Partial,2026-08-15,Term 1 fee record
STU000343,Student 343,Science,Tuition,12000,6000,Partial,2026-09-15,Term 2 fee record
STU000344,Student 344,Science,Tuition,25000,0,Pending,2026-03-15,Term 3 fee record
STU000345,Student 345,Secondary,Tuition,12000,0,Overdue,2026-08-15,Term 1 fee record
STU000346,Student 346,Secondary,Tuition,25000,12500,Partial,2026-05-15,Term 2 fee record
STU000347,Student 347,Science,Tuition,18000,0,Pending,2026-08-15,Term 3 fee record
STU000348,Student 348,Secondary,Tuition,18000,18000,Paid,2026-01-15,Term 1 fee record
STU000349,Student 349,Secondary,Tuition,25000,0,Overdue,2026-06-15,Term 2 fee record
STU000350,Student 350,Science,Tuition,12000,12000,Paid,2026-08-15,Term 3 fee record
STU000351,Student 351,Senior,Tuition,18000,0,Overdue,2026-01-15,Term 1 fee record
STU000352,Student 352,Secondary,Tuition,12000,12000,Paid,2026-09-15,Term 2 fee record
STU000353,Student 353,Science,Tuition,25000,0,Pending,2026-03-15,Term 3 fee record
STU000354,Student 354,Commerce,Tuition,12000,6000,Partial,2026-01-15,Term 1 fee record
STU000355,Student 355,Science,Tuition,25000,12500,Partial,2026-09-15,Term 2 fee record
STU000356,Student 356,Primary,Tuition,18000,0,Overdue,2026-09-15,Term 3 fee record
STU000357,Student 357,Senior,Tuition,12000,0,Overdue,2026-04-15,Term 1 fee record
STU000358,Student 358,Science,Tuition,12000,0,Overdue,2026-08-15,Term 2 fee record
STU000359,Student 359,Commerce,Tuition,12000,6000,Partial,2026-08-15,Term 3 fee record
STU000360,Student 360,Primary,Tuition,18000,0,Pending,2026-03-15,Term 1 fee record
STU000361,Student 361,Secondary,Tuition,18000,0,Pending,2026-08-15,Term 2 fee record
STU000362,Student 362,Primary,Tuition,25000,25000,Paid,2026-04-15,Term 3 fee record
STU000363,Student 363,Primary,Tuition,18000,0,Pending,2026-07-15,Term 1 fee record
STU000364,Student 364,Commerce,Tuition,25000,12500,Partial,2026-07-15,Term 2 fee record
STU000365,Student 365,Science,Tuition,12000,12000,Paid,2026-04-15,Term 3 fee record
STU000366,Student 366,Primary,Tuition,18000,9000,Partial,2026-09-15,Term 1 fee record
STU000367,Student 367,Commerce,Tuition,12000,0,Overdue,2026-02-15,Term 2 fee record
STU000368,Student 368,Senior,Tuition,12000,6000,Partial,2026-06-15,Term 3 fee record
STU000369,Student 369,Primary,Tuition,25000,0,Pending,2026-03-15,Term 1 fee record
STU000370,Student 370,Senior,Tuition,18000,18000,Paid,2026-03-15,Term 2 fee record
STU000371,Student 371,Secondary,Tuition,18000,0,Overdue,2026-07-15,Term 3 fee record
STU000372,Student 372,Secondary,Tuition,18000,18000,Paid,2026-07-15,Term 1 fee record
STU000373,Student 373,Secondary,Tuition,18000,0,Pending,2026-09-15,Term 2 fee record
STU000374,Student 374,Secondary,Tuition,12000,0,Overdue,2026-07-15,Term 3 fee record
STU000375,Student 375,Senior,Tuition,12000,0,Overdue,2026-08-15,Term 1 fee record
STU000376,Student 376,Secondary,Tuition,18000,0,Overdue,2026-08-15,Term 2 fee record
STU000377,Student 377,Commerce,Tuition,12000,0,Overdue,2026-02-15,Term 3 fee record
STU000378,Student 378,Senior,Tuition,12000,6000,Partial,2026-05-15,Term 1 fee record
STU000379,Student 379,Science,Tuition,25000,25000,Paid,2026-03-15,Term 2 fee record
STU000380,Student 380,Science,Tuition,25000,12500,Partial,2026-07-15,Term 3 fee record
STU000381,Student 381,Senior,Tuition,25000,0,Pending,2026-02-15,Term 1 fee record
STU000382,Student 382,Secondary,Tuition,18000,18000,Paid,2026-06-15,Term 2 fee record
STU000383,Student 383,Primary,Tuition,12000,0,Pending,2026-01-15,Term 3 fee record
STU000384,Student 384,Commerce,Tuition,18000,0,Overdue,2026-02-15,Term 1 fee record
STU000385,Student 385,Senior,Tuition,18000,9000,Partial,2026-09-15,Term 2 fee record
STU000386,Student 386,Senior,Tuition,25000,25000,Paid,2026-07-15,Term 3 fee record
STU000387,Student 387,Commerce,Tuition,25000,0,Pending,2026-01-15,Term 1 fee record
STU000388,Student 388,Science,Tuition,12000,0,Pending,2026-03-15,Term 2 fee record
STU000389,Student 389,Senior,Tuition,12000,0,Pending,2026-07-15,Term 3 fee record
STU000390,Student 390,Science,Tuition,18000,0,Overdue,2026-03-15,Term 1 fee record
STU000391,Student 391,Senior,Tuition,25000,12500,Partial,2026-08-15,Term 2 fee record
STU000392,Student 392,Secondary,Tuition,25000,0,Overdue,2026-04-15,Term 3 fee record
STU000393,Student 393,Commerce,Tuition,18000,0,Overdue,2026-03-15,Term 1 fee record
STU000394,Student 394,Secondary,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU000395,Student 395,Senior,Tuition,18000,9000,Partial,2026-04-15,Term 3 fee record
STU000396,Student 396,Primary,Tuition,12000,12000,Paid,2026-08-15,Term 1 fee record
STU000397,Student 397,Senior,Tuition,25000,25000,Paid,2026-02-15,Term 2 fee record
STU000398,Student 398,Primary,Tuition,12000,6000,Partial,2026-06-15,Term 3 fee record
STU000399,Student 399,Primary,Tuition,12000,6000,Partial,2026-07-15,Term 1 fee record
STU000400,Student 400,Commerce,Tuition,12000,0,Overdue,2026-01-15,Term 2 fee record
STU000401,Student 401,Senior,Tuition,18000,0,Overdue,2026-05-15,Term 3 fee record
STU000402,Student 402,Secondary,Tuition,18000,9000,Partial,2026-03-15,Term 1 fee record
STU000403,Student 403,Commerce,Tuition,18000,0,Pending,2026-03-15,Term 2 fee record
STU000404,Student 404,Science,Tuition,18000,0,Pending,2026-02-15,Term 3 fee record
STU000405,Student 405,Commerce,Tuition,25000,12500,Partial,2026-03-15,Term 1 fee record
STU000406,Student 406,Science,Tuition,18000,9000,Partial,2026-05-15,Term 2 fee record
STU000407,Student 407,Commerce,Tuition,25000,25000,Paid,2026-02-15,Term 3 fee record
STU000408,Student 408,Commerce,Tuition,18000,18000,Paid,2026-05-15,Term 1 fee record
STU000409,Student 409,Commerce,Tuition,12000,0,Overdue,2026-05-15,Term 2 fee record
STU000410,Student 410,Senior,Tuition,18000,9000,Partial,2026-02-15,Term 3 fee record
STU000411,Student 411,Senior,Tuition,12000,12000,Paid,2026-06-15,Term 1 fee record
STU000412,Student 412,Senior,Tuition,18000,9000,Partial,2026-03-15,Term 2 fee record
STU000413,Student 413,Commerce,Tuition,25000,0,Overdue,2026-06-15,Term 3 fee record
STU000414,Student 414,Science,Tuition,18000,18000,Paid,2026-04-15,Term 1 fee record
STU000415,Student 415,Science,Tuition,12000,12000,Paid,2026-09-15,Term 2 fee record
STU000416,Student 416,Primary,Tuition,18000,0,Overdue,2026-05-15,Term 3 fee record
STU000417,Student 417,Commerce,Tuition,12000,0,Overdue,2026-07-15,Term 1 fee record
STU000418,Student 418,Secondary,Tuition,18000,18000,Paid,2026-09-15,Term 2 fee record
STU000419,Student 419,Commerce,Tuition,18000,9000,Partial,2026-06-15,Term 3 fee record
STU000420,Student 420,Secondary,Tuition,18000,18000,Paid,2026-04-15,Term 1 fee record
STU000421,Student 421,Senior,Tuition,18000,0,Pending,2026-04-15,Term 2 fee record
STU000422,Student 422,Science,Tuition,12000,12000,Paid,2026-07-15,Term 3 fee record
STU000423,Student 423,Science,Tuition,12000,0,Pending,2026-08-15,Term 1 fee record
STU000424,Student 424,Science,Tuition,25000,25000,Paid,2026-09-15,Term 2 fee record
STU000425,Student 425,Senior,Tuition,25000,12500,Partial,2026-06-15,Term 3 fee record
STU000426,Student 426,Senior,Tuition,12000,12000,Paid,2026-04-15,Term 1 fee record
STU000427,Student 427,Secondary,Tuition,25000,0,Overdue,2026-04-15,Term 2 fee record
STU000428,Student 428,Senior,Tuition,12000,0,Pending,2026-08-15,Term 3 fee record
STU000429,Student 429,Senior,Tuition,25000,12500,Partial,2026-07-15,Term 1 fee record
STU000430,Student 430,Science,Tuition,18000,9000,Partial,2026-08-15,Term 2 fee record
STU000431,Student 431,Senior,Tuition,12000,0,Pending,2026-06-15,Term 3 fee record
STU000432,Student 432,Science,Tuition,25000,0,Pending,2026-03-15,Term 1 fee record
STU000433,Student 433,Primary,Tuition,12000,12000,Paid,2026-05-15,Term 2 fee record
STU000434,Student 434,Science,Tuition,12000,0,Overdue,2026-08-15,Term 3 fee record
STU000435,Student 435,Science,Tuition,12000,0,Pending,2026-07-15,Term 1 fee record
STU000436,Student 436,Senior,Tuition,18000,18000,Paid,2026-05-15,Term 2 fee record
STU000437,Student 437,Senior,Tuition,18000,0,Overdue,2026-05-15,Term 3 fee record
STU000438,Student 438,Secondary,Tuition,18000,9000,Partial,2026-06-15,Term 1 fee record
STU000439,Student 439,Science,Tuition,12000,0,Pending,2026-07-15,Term 2 fee record
STU000440,Student 440,Science,Tuition,25000,0,Pending,2026-05-15,Term 3 fee record
STU000441,Student 441,Secondary,Tuition,12000,0,Pending,2026-07-15,Term 1 fee record
STU000442,Student 442,Secondary,Tuition,25000,12500,Partial,2026-03-15,Term 2 fee record
STU000443,Student 443,Science,Tuition,12000,0,Overdue,2026-03-15,Term 3 fee record
STU000444,Student 444,Commerce,Tuition,18000,9000,Partial,2026-05-15,Term 1 fee record
STU000445,Student 445,Commerce,Tuition,25000,0,Overdue,2026-03-15,Term 2 fee record
STU000446,Student 446,Primary,Tuition,12000,0,Pending,2026-01-15,Term 3 fee record
STU000447,Student 447,Senior,Tuition,12000,6000,Partial,2026-09-15,Term 1 fee record
STU000448,Student 448,Senior,Tuition,12000,0,Overdue,2026-01-15,Term 2 fee record
STU000449,Student 449,Secondary,Tuition,25000,0,Overdue,2026-06-15,Term 3 fee record
STU000450,Student 450,Commerce,Tuition,12000,6000,Partial,2026-05-15,Term 1 fee record
STU000451,Student 451,Science,Tuition,12000,0,Overdue,2026-07-15,Term 2 fee record
STU000452,Student 452,Secondary,Tuition,12000,0,Overdue,2026-09-15,Term 3 fee record
STU000453,Student 453,Commerce,Tuition,18000,0,Pending,2026-03-15,Term 1 fee record
STU000454,Student 454,Commerce,Tuition,12000,6000,Partial,2026-07-15,Term 2 fee record
STU000455,Student 455,Senior,Tuition,12000,0,Pending,2026-01-15,Term 3 fee record
STU000456,Student 456,Senior,Tuition,18000,0,Pending,2026-07-15,Term 1 fee record
STU000457,Student 457,Secondary,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU000458,Student 458,Senior,Tuition,18000,0,Pending,2026-09-15,Term 3 fee record
STU000459,Student 459,Secondary,Tuition,18000,18000,Paid,2026-02-15,Term 1 fee record
STU000460,Student 460,Primary,Tuition,12000,6000,Partial,2026-01-15,Term 2 fee record
STU000461,Student 461,Commerce,Tuition,12000,6000,Partial,2026-03-15,Term 3 fee record
STU000462,Student 462,Commerce,Tuition,12000,0,Overdue,2026-01-15,Term 1 fee record
STU000463,Student 463,Science,Tuition,18000,9000,Partial,2026-07-15,Term 2 fee record
STU000464,Student 464,Secondary,Tuition,25000,25000,Paid,2026-09-15,Term 3 fee record
STU000465,Student 465,Senior,Tuition,25000,12500,Partial,2026-04-15,Term 1 fee record
STU000466,Student 466,Commerce,Tuition,18000,0,Pending,2026-01-15,Term 2 fee record
STU000467,Student 467,Secondary,Tuition,12000,12000,Paid,2026-09-15,Term 3 fee record
STU000468,Student 468,Senior,Tuition,12000,12000,Paid,2026-06-15,Term 1 fee record
STU000469,Student 469,Primary,Tuition,12000,6000,Partial,2026-09-15,Term 2 fee record
STU000470,Student 470,Secondary,Tuition,18000,18000,Paid,2026-02-15,Term 3 fee record
STU000471,Student 471,Science,Tuition,18000,18000,Paid,2026-05-15,Term 1 fee record
STU000472,Student 472,Commerce,Tuition,12000,0,Overdue,2026-05-15,Term 2 fee record
STU000473,Student 473,Commerce,Tuition,25000,25000,Paid,2026-07-15,Term 3 fee record
STU000474,Student 474,Senior,Tuition,25000,0,Overdue,2026-01-15,Term 1 fee record
STU000475,Student 475,Secondary,Tuition,12000,0,Pending,2026-06-15,Term 2 fee record
STU000476,Student 476,Science,Tuition,18000,9000,Partial,2026-05-15,Term 3 fee record
STU000477,Student 477,Senior,Tuition,18000,0,Overdue,2026-05-15,Term 1 fee record
STU000478,Student 478,Senior,Tuition,18000,18000,Paid,2026-02-15,Term 2 fee record
STU000479,Student 479,Secondary,Tuition,18000,9000,Partial,2026-03-15,Term 3 fee record
STU000480,Student 480,Secondary,Tuition,12000,12000,Paid,2026-09-15,Term 1 fee record
STU000481,Student 481,Secondary,Tuition,18000,0,Pending,2026-06-15,Term 2 fee record
STU000482,Student 482,Secondary,Tuition,12000,0,Pending,2026-06-15,Term 3 fee record
STU000483,Student 483,Commerce,Tuition,18000,0,Pending,2026-01-15,Term 1 fee record
STU000484,Student 484,Science,Tuition,12000,0,Overdue,2026-01-15,Term 2 fee record
STU000485,Student 485,Senior,Tuition,18000,18000,Paid,2026-09-15,Term 3 fee record
STU000486,Student 486,Secondary,Tuition,12000,12000,Paid,2026-06-15,Term 1 fee record
STU000487,Student 487,Science,Tuition,12000,12000,Paid,2026-06-15,Term 2 fee record
STU000488,Student 488,Secondary,Tuition,18000,0,Overdue,2026-08-15,Term 3 fee record
STU000489,Student 489,Senior,Tuition,18000,0,Pending,2026-02-15,Term 1 fee record
STU000490,Student 490,Senior,Tuition,25000,0,Overdue,2026-03-15,Term 2 fee record
STU000491,Student 491,Secondary,Tuition,18000,18000,Paid,2026-07-15,Term 3 fee record
STU000492,Student 492,Secondary,Tuition,25000,25000,Paid,2026-06-15,Term 1 fee record
STU000493,Student 493,Science,Tuition,18000,0,Overdue,2026-02-15,Term 2 fee record
STU000494,Student 494,Commerce,Tuition,12000,0,Overdue,2026-08-15,Term 3 fee record
STU000495,Student 495,Science,Tuition,18000,0,Overdue,2026-04-15,Term 1 fee record
STU000496,Student 496,Science,Tuition,18000,18000,Paid,2026-01-15,Term 2 fee record
STU000497,Student 497,Commerce,Tuition,25000,0,Overdue,2026-05-15,Term 3 fee record
STU000498,Student 498,Science,Tuition,25000,25000,Paid,2026-01-15,Term 1 fee record
STU000499,Student 499,Science,Tuition,18000,0,Pending,2026-08-15,Term 2 fee record
STU000500,Student 500,Science,Tuition,18000,9000,Partial,2026-06-15,Term 3 fee record
STU000501,Student 501,Science,Tuition,12000,0,Overdue,2026-07-15,Term 1 fee record
STU000502,Student 502,Commerce,Tuition,12000,0,Pending,2026-02-15,Term 2 fee record
STU000503,Student 503,Secondary,Tuition,12000,0,Pending,2026-02-15,Term 3 fee record
STU000504,Student 504,Senior,Tuition,12000,6000,Partial,2026-02-15,Term 1 fee record
STU000505,Student 505,Senior,Tuition,12000,12000,Paid,2026-05-15,Term 2 fee record
STU000506,Student 506,Commerce,Tuition,25000,12500,Partial,2026-04-15,Term 3 fee record
STU000507,Student 507,Commerce,Tuition,25000,25000,Paid,2026-04-15,Term 1 fee record
STU000508,Student 508,Secondary,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU000509,Student 509,Commerce,Tuition,12000,0,Overdue,2026-04-15,Term 3 fee record
STU000510,Student 510,Primary,Tuition,12000,0,Overdue,2026-09-15,Term 1 fee record
STU000511,Student 511,Senior,Tuition,12000,0,Pending,2026-03-15,Term 2 fee record
STU000512,Student 512,Primary,Tuition,12000,6000,Partial,2026-06-15,Term 3 fee record
STU000513,Student 513,Primary,Tuition,12000,6000,Partial,2026-07-15,Term 1 fee record
STU000514,Student 514,Primary,Tuition,12000,0,Overdue,2026-08-15,Term 2 fee record
STU000515,Student 515,Primary,Tuition,18000,18000,Paid,2026-04-15,Term 3 fee record
STU000516,Student 516,Secondary,Tuition,25000,12500,Partial,2026-09-15,Term 1 fee record
STU000517,Student 517,Commerce,Tuition,25000,0,Overdue,2026-01-15,Term 2 fee record
STU000518,Student 518,Senior,Tuition,18000,9000,Partial,2026-04-15,Term 3 fee record
STU000519,Student 519,Secondary,Tuition,25000,0,Pending,2026-03-15,Term 1 fee record
STU000520,Student 520,Primary,Tuition,12000,0,Overdue,2026-03-15,Term 2 fee record
STU000521,Student 521,Senior,Tuition,18000,18000,Paid,2026-06-15,Term 3 fee record
STU000522,Student 522,Senior,Tuition,25000,12500,Partial,2026-04-15,Term 1 fee record
STU000523,Student 523,Secondary,Tuition,12000,12000,Paid,2026-06-15,Term 2 fee record
STU000524,Student 524,Secondary,Tuition,18000,0,Overdue,2026-03-15,Term 3 fee record
STU000525,Student 525,Commerce,Tuition,12000,6000,Partial,2026-06-15,Term 1 fee record
STU000526,Student 526,Senior,Tuition,25000,0,Overdue,2026-08-15,Term 2 fee record
STU000527,Student 527,Primary,Tuition,12000,12000,Paid,2026-06-15,Term 3 fee record
STU000528,Student 528,Secondary,Tuition,25000,0,Overdue,2026-08-15,Term 1 fee record
STU000529,Student 529,Senior,Tuition,25000,25000,Paid,2026-02-15,Term 2 fee record
STU000530,Student 530,Commerce,Tuition,18000,18000,Paid,2026-04-15,Term 3 fee record
STU000531,Student 531,Secondary,Tuition,18000,0,Overdue,2026-07-15,Term 1 fee record
STU000532,Student 532,Commerce,Tuition,25000,0,Pending,2026-02-15,Term 2 fee record
STU000533,Student 533,Senior,Tuition,18000,0,Overdue,2026-05-15,Term 3 fee record
STU000534,Student 534,Senior,Tuition,25000,0,Overdue,2026-05-15,Term 1 fee record
STU000535,Student 535,Science,Tuition,25000,25000,Paid,2026-04-15,Term 2 fee record
STU000536,Student 536,Senior,Tuition,12000,0,Overdue,2026-03-15,Term 3 fee record
STU000537,Student 537,Commerce,Tuition,25000,12500,Partial,2026-07-15,Term 1 fee record
STU000538,Student 538,Primary,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU000539,Student 539,Commerce,Tuition,25000,25000,Paid,2026-04-15,Term 3 fee record
STU000540,Student 540,Primary,Tuition,12000,6000,Partial,2026-06-15,Term 1 fee record
STU000541,Student 541,Primary,Tuition,12000,6000,Partial,2026-03-15,Term 2 fee record
STU000542,Student 542,Senior,Tuition,18000,18000,Paid,2026-03-15,Term 3 fee record
STU000543,Student 543,Commerce,Tuition,18000,9000,Partial,2026-01-15,Term 1 fee record
STU000544,Student 544,Commerce,Tuition,12000,12000,Paid,2026-07-15,Term 2 fee record
STU000545,Student 545,Primary,Tuition,12000,12000,Paid,2026-02-15,Term 3 fee record
STU000546,Student 546,Secondary,Tuition,18000,0,Overdue,2026-09-15,Term 1 fee record
STU000547,Student 547,Commerce,Tuition,25000,0,Pending,2026-06-15,Term 2 fee record
STU000548,Student 548,Primary,Tuition,12000,0,Overdue,2026-02-15,Term 3 fee record
STU000549,Student 549,Science,Tuition,12000,0,Pending,2026-05-15,Term 1 fee record
STU000550,Student 550,Primary,Tuition,25000,0,Overdue,2026-07-15,Term 2 fee record
STU000551,Student 551,Primary,Tuition,18000,0,Pending,2026-06-15,Term 3 fee record
STU000552,Student 552,Primary,Tuition,18000,18000,Paid,2026-06-15,Term 1 fee record
STU000553,Student 553,Primary,Tuition,18000,18000,Paid,2026-05-15,Term 2 fee record
STU000554,Student 554,Primary,Tuition,25000,25000,Paid,2026-04-15,Term 3 fee record
STU000555,Student 555,Science,Tuition,12000,12000,Paid,2026-09-15,Term 1 fee record
STU000556,Student 556,Senior,Tuition,18000,9000,Partial,2026-04-15,Term 2 fee record
STU000557,Student 557,Commerce,Tuition,12000,0,Overdue,2026-01-15,Term 3 fee record
STU000558,Student 558,Secondary,Tuition,12000,0,Overdue,2026-09-15,Term 1 fee record
STU000559,Student 559,Secondary,Tuition,12000,0,Overdue,2026-02-15,Term 2 fee record
STU000560,Student 560,Secondary,Tuition,25000,0,Pending,2026-09-15,Term 3 fee record
STU000561,Student 561,Science,Tuition,12000,0,Overdue,2026-02-15,Term 1 fee record
STU000562,Student 562,Secondary,Tuition,18000,18000,Paid,2026-03-15,Term 2 fee record
STU000563,Student 563,Secondary,Tuition,12000,0,Overdue,2026-05-15,Term 3 fee record
STU000564,Student 564,Commerce,Tuition,25000,25000,Paid,2026-02-15,Term 1 fee record
STU000565,Student 565,Science,Tuition,18000,9000,Partial,2026-01-15,Term 2 fee record
STU000566,Student 566,Senior,Tuition,18000,0,Overdue,2026-02-15,Term 3 fee record
STU000567,Student 567,Science,Tuition,12000,6000,Partial,2026-02-15,Term 1 fee record
STU000568,Student 568,Senior,Tuition,25000,0,Overdue,2026-08-15,Term 2 fee record
STU000569,Student 569,Science,Tuition,12000,0,Pending,2026-09-15,Term 3 fee record
STU000570,Student 570,Senior,Tuition,12000,0,Overdue,2026-05-15,Term 1 fee record
STU000571,Student 571,Secondary,Tuition,25000,12500,Partial,2026-06-15,Term 2 fee record
STU000572,Student 572,Commerce,Tuition,12000,0,Overdue,2026-07-15,Term 3 fee record
STU000573,Student 573,Senior,Tuition,18000,0,Overdue,2026-08-15,Term 1 fee record
STU000574,Student 574,Senior,Tuition,12000,12000,Paid,2026-09-15,Term 2 fee record
STU000575,Student 575,Science,Tuition,12000,0,Pending,2026-07-15,Term 3 fee record
STU000576,Student 576,Commerce,Tuition,25000,12500,Partial,2026-04-15,Term 1 fee record
STU000577,Student 577,Senior,Tuition,25000,25000,Paid,2026-01-15,Term 2 fee record
STU000578,Student 578,Commerce,Tuition,18000,9000,Partial,2026-04-15,Term 3 fee record
STU000579,Student 579,Primary,Tuition,25000,0,Overdue,2026-06-15,Term 1 fee record
STU000580,Student 580,Primary,Tuition,18000,18000,Paid,2026-06-15,Term 2 fee record
STU000581,Student 581,Science,Tuition,12000,6000,Partial,2026-06-15,Term 3 fee record
STU000582,Student 582,Science,Tuition,18000,0,Pending,2026-01-15,Term 1 fee record
STU000583,Student 583,Commerce,Tuition,18000,0,Pending,2026-02-15,Term 2 fee record
STU000584,Student 584,Primary,Tuition,25000,12500,Partial,2026-02-15,Term 3 fee record
STU000585,Student 585,Science,Tuition,12000,6000,Partial,2026-05-15,Term 1 fee record
STU000586,Student 586,Commerce,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU000587,Student 587,Primary,Tuition,18000,18000,Paid,2026-07-15,Term 3 fee record
STU000588,Student 588,Senior,Tuition,12000,6000,Partial,2026-01-15,Term 1 fee record
STU000589,Student 589,Secondary,Tuition,18000,0,Pending,2026-05-15,Term 2 fee record
STU000590,Student 590,Primary,Tuition,25000,12500,Partial,2026-08-15,Term 3 fee record
STU000591,Student 591,Science,Tuition,12000,0,Overdue,2026-02-15,Term 1 fee record
STU000592,Student 592,Senior,Tuition,25000,0,Pending,2026-01-15,Term 2 fee record
STU000593,Student 593,Science,Tuition,25000,0,Pending,2026-09-15,Term 3 fee record
STU000594,Student 594,Commerce,Tuition,12000,0,Overdue,2026-06-15,Term 1 fee record
STU000595,Student 595,Secondary,Tuition,25000,25000,Paid,2026-02-15,Term 2 fee record
STU000596,Student 596,Commerce,Tuition,18000,0,Pending,2026-08-15,Term 3 fee record
STU000597,Student 597,Primary,Tuition,25000,0,Overdue,2026-08-15,Term 1 fee record
STU000598,Student 598,Primary,Tuition,18000,18000,Paid,2026-06-15,Term 2 fee record
STU000599,Student 599,Primary,Tuition,25000,25000,Paid,2026-07-15,Term 3 fee record
STU000600,Student 600,Secondary,Tuition,18000,18000,Paid,2026-02-15,Term 1 fee record
STU000601,Student 601,Science,Tuition,18000,9000,Partial,2026-03-15,Term 2 fee record
STU000602,Student 602,Senior,Tuition,12000,0,Pending,2026-08-15,Term 3 fee record
STU000603,Student 603,Commerce,Tuition,18000,18000,Paid,2026-07-15,Term 1 fee record
STU000604,Student 604,Commerce,Tuition,12000,0,Overdue,2026-07-15,Term 2 fee record
STU000605,Student 605,Science,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU000606,Student 606,Science,Tuition,12000,0,Pending,2026-06-15,Term 1 fee record
STU000607,Student 607,Senior,Tuition,12000,12000,Paid,2026-03-15,Term 2 fee record
STU000608,Student 608,Commerce,Tuition,25000,12500,Partial,2026-09-15,Term 3 fee record
STU000609,Student 609,Commerce,Tuition,25000,0,Overdue,2026-08-15,Term 1 fee record
STU000610,Student 610,Commerce,Tuition,18000,0,Pending,2026-07-15,Term 2 fee record
STU000611,Student 611,Commerce,Tuition,18000,18000,Paid,2026-04-15,Term 3 fee record
STU000612,Student 612,Senior,Tuition,25000,12500,Partial,2026-07-15,Term 1 fee record
STU000613,Student 613,Senior,Tuition,25000,25000,Paid,2026-02-15,Term 2 fee record
STU000614,Student 614,Secondary,Tuition,18000,0,Overdue,2026-04-15,Term 3 fee record
STU000615,Student 615,Science,Tuition,18000,18000,Paid,2026-03-15,Term 1 fee record
STU000616,Student 616,Commerce,Tuition,18000,0,Overdue,2026-08-15,Term 2 fee record
STU000617,Student 617,Secondary,Tuition,12000,0,Pending,2026-02-15,Term 3 fee record
STU000618,Student 618,Science,Tuition,25000,12500,Partial,2026-03-15,Term 1 fee record
STU000619,Student 619,Science,Tuition,12000,6000,Partial,2026-03-15,Term 2 fee record
